##############################################################################################################################################################################################################
# PDG MC Codes and Data
# mass and width(gamma) are in GeV.
# not all the mass/width are correct, uncertainties dMass and dWidth are missing.
##########################################################################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# Quarks
##############################################################################################################################################################################################################
kaon1400zero                  K^{0}(1400)                             20313     0.000       1.402000       0.000000       0.174000       0.000000       1.0       0.5      -0.5         1       100         0
kaon1400zero_bar              #bar{K}^{0}(1400)                      -20313     0.000       1.402000       0.000000       0.174000       0.000000       1.0       0.5       0.5       100         1         0
kaon1400plus                  K^{+}(1400)                             20323     1.000       1.402000       0.000000       0.174000       0.000000       1.0       0.5       0.5        10       100         0
kaon1400minus                 K^{-}(1400)                            -20323    -1.000       1.402000       0.000000       0.174000       0.000000       1.0       0.5      -0.5       100        10         0
kaon1430zero                  K^{0}(1430)                             10311     0.000       1.425600       0.000000       0.098500       0.000000       2.0       0.5      -0.5         1       100         0
kaon1430zero_bar              #bar{K}^{0}(1430)                      -10311     0.000       1.425600       0.000000       0.098500       0.000000       2.0       0.5       0.5       100         1         0
kaon1430plus                  K^{+}(1430)                             10321     1.000       1.425600       0.000000       0.098500       0.000000       2.0       0.5       0.5        10       100         0
kaon1430minus                 K^{-}(1430)                            -10321    -1.000       1.425600       0.000000       0.098500       0.000000       2.0       0.5      -0.5       100        10         0
kaon1410zero                  K^{0}(1410)                           9920313     0.000       1.414000       0.000000       0.232000       0.000000       1.0       0.5      -0.5         1       100         0
kaon1410zero_bar              #bar{K}^{0}(1410)                    -9920313     0.000       1.414000       0.000000       0.232000       0.000000       1.0       0.5       0.5       100         1         0
kaon1410plus                  K^{+}(1410)                            100323     1.000       1.414000       0.000000       0.232000       0.000000       1.0       0.5       0.5        10       100         0
kaon1410minus                 K^{-}(1410)                           -100323    -1.000       1.414000       0.000000       0.232000       0.000000       1.0       0.5      -0.5       100        10         0
kaon1412zero                  K^{0}(1412)                            100313     0.000       1.412000       0.000000       0.294000       0.000000       0.0       0.5      -0.5         1       100         0
kaon1412zero_bar              #bar{K}^{0}(1412)                     -100313     0.000       1.412000       0.000000       0.294000       0.000000       0.0       0.5       0.5       100         1         0
kaon1680zero                  K^{0}(1680)                             30313     0.000       1.717000       0.000000       0.322000       0.000000       1.0       0.5      -0.5         1       100         0
kaon1680zero_bar              bar{K}^{0}(1680)                       -30313     0.000       1.717000       0.000000       0.322000       0.000000       1.0       0.5       0.5       100         1         0
kaon1680plus                  K^{+}(1680)                             30323     1.000       1.717000       0.000000       0.322000       0.000000       1.0       0.5       0.5        10       100         0
kaon1680minus                 K^{-}(1680)                            -30323    -1.000       1.717000       0.000000       0.322000       0.000000       1.0       0.5      -0.5       100        10         0
kaon1770zero                  K^{0}(1770)                             10315     0.000       1.773000       0.000000       0.186000       0.000000       2.0       0.5      -0.5         1       100         0
kaon1770zero_bar              #bar{K}^{0}(1770)                      -10315     0.000       1.773000       0.000000       0.186000       0.000000       2.0       0.5       0.5       100         1         0
kaon1770plus                  K^{+}(1770)                             10325     1.000       1.773000       0.000000       0.186000       0.000000       2.0       0.5       0.5        10       100         0
kaon1770minus                 K^{-}(1770)                            -10325    -1.000       1.773000       0.000000       0.186000       0.000000       2.0       0.5      -0.5       100        10         0
kaon1780zero                  K^{0}(1780)                               317     0.000       1.776000       0.000000       0.159000       0.000000       3.0       0.5      -0.5         1       100         0
kaon1780zero_bar              #bar{K}^{0}(1780)                        -317     0.000       1.776000       0.000000       0.159000       0.000000       3.0       0.5       0.5       100         1         0
kaon1780plus                  K^{+}(1780)                               327     1.000       1.776000       0.000000       0.159000       0.000000       3.0       0.5       0.5        10       100         0
kaon1780minus                 K^{-}(1780)                              -327    -1.000       1.776000       0.000000       0.159000       0.000000       3.0       0.5      -0.5       100        10         0
kaon1820plus                  K^{+}(1820)                             20315     1.000       1.816000       0.000000       0.276000       0.000000       2.0       0.5       0.5        10       100         0
kaon1820minus                 K^{-}(1820)                            -20315    -1.000       1.816000       0.000000       0.276000       0.000000       2.0       0.5      -0.5       100        10         0
kaon1820zero                  K^{0}(1820)                             20325     0.000       1.816000       0.000000       0.276000       0.000000       2.0       0.5      -0.5         1       100         0
kaon1820zero_bar              #bar{K}^{0}(1820)                      -20325     0.000       1.816000       0.000000       0.276000       0.000000       2.0       0.5       0.5       100         1         0
#kaon2045plus                  K^{+}(2045)                               329     1.000       2.045000       0.000000       0.198000       0.000000       2.0       0.5       0.5        10       100         0
#kaon2045minus                 K^{-}(2045)                              -329    -1.000       2.045000       0.000000       0.198000       0.000000       2.0       0.5      -0.5       100        10         0
#kaon2045zero                  K^{0}(2045)                               319     0.000       2.045000       0.000000       0.198000       0.000000       2.0       0.5      -0.5         1       100         0
